Date,Open,High,Low,Close,Volume,OpenInterest
2024-05-17,15477.38,15569.43,15371.25,15414.47,157822,394984
2024-05-20,15400.96,15509.35,15310.15,15475.13,211780,448316
2024-05-21,15485.35,15607.59,15449.23,15583.94,179981,502871
2024-05-22,15725.49,15815.91,15715.08,15808.24,177031,398052
2024-05-23,15903.71,15920.76,15784.12,15798.76,241456,681209
2024-05-24,15736.91,15755.56,15674.56,15690.35,237849,646957
2024-05-27,15777.33,15819.76,15627.33,15695.64,214048,502091
2024-05-28,15789.57,15817.12,15565.74,15568.04,213998,536255
2024-05-29,15555.41,15557.36,15345.19,15418.46,229513,670751
2024-05-30,15447.54,15525.07,15297.86,15352.94,279659,820622
2024-05-31,15347.4,15379.37,15168.97,15272.36,226197,542647
2024-06-03,15246.28,15301.74,15179.0,15260.55,241158,565840
2024-06-04,15338.08,15383.65,15276.62,15350.15,186963,458515
2024-06-05,15333.4,15443.67,15304.11,15306.32,188453,486319
2024-06-06,15244.04,15353.12,15211.56,15332.0,191773,574719
2024-06-07,15335.63,15639.65,15334.64,15639.07,209904,462867
2024-06-10,15799.84,15863.04,15741.33,15816.35,100000,244076
2024-06-11,15685.18,15859.15,15669.64,15844.67,129624,342725
2024-06-12,15821.74,15824.67,15706.1,15726.45,161366,429059
2024-06-13,15655.43,15770.97,15635.0,15748.94,138893,291597
2024-06-14,15800.21,15917.51,15790.33,15877.7,212637,509729
2024-06-17,15916.82,15941.99,15801.12,15814.18,216306,523768
2024-06-18,15735.64,15769.9,15526.62,15581.29,112344,254803
2024-06-19,15690.66,15777.77,15462.8,15533.07,210550,581877
2024-06-20,15593.45,15594.74,15570.56,15584.51,267302,540610
2024-06-21,15477.9,15559.37,15447.22,15503.63,208543,622376
2024-06-24,15423.73,15439.11,15356.7,15434.96,227593,581313
2024-06-25,15464.14,15605.2,15423.61,15594.55,283273,616223
2024-06-26,15584.69,15748.07,15568.74,15714.27,100000,204696
2024-06-27,15668.66,15744.52,15637.09,15736.68,169424,387759
2024-06-28,15821.11,15858.39,15606.49,15630.41,112321,278112
2024-07-01,15641.97,15774.14,15612.76,15738.11,171218,427422
2024-07-02,15631.75,15691.33,15617.07,15650.13,212126,440190
2024-07-03,15760.99,15787.34,15683.56,15759.73,235387,658946
2024-07-04,15691.16,15730.05,15550.24,15623.69,257206,537967
2024-07-05,15662.48,15669.9,15584.93,15640.62,219009,614662
2024-07-08,15721.09,15877.32,15702.07,15832.47,231647,576667
2024-07-09,15845.62,15914.77,15791.68,15903.25,145947,426806
2024-07-10,15975.08,16116.32,15955.25,16112.87,244325,691174
2024-07-11,16083.07,16117.31,16069.81,16098.66,211106,493961
2024-07-12,16081.85,16087.64,15989.78,16007.39,103515,288881
2024-07-15,15912.27,16090.08,15874.52,16078.63,204114,599904
2024-07-16,16157.3,16327.95,16135.33,16298.25,100000,262750
2024-07-17,16393.0,16462.05,16315.07,16337.85,178990,421453
2024-07-18,16272.1,16317.7,16154.94,16238.67,139630,374159
2024-07-19,16224.77,16341.71,16195.58,16339.56,143863,430318
2024-07-22,16415.84,16573.51,16347.11,16502.17,203698,443354
2024-07-23,16465.51,16493.49,16334.76,16386.72,271025,730688
2024-07-24,16409.24,16425.72,16306.87,16337.6,164818,418139
2024-07-25,16454.96,16689.19,16437.95,16661.96,214293,568999
2024-07-26,16605.28,16641.07,16527.85,16636.42,137132,309884
2024-07-29,16755.84,16811.44,16745.84,16788.26,199178,494078
2024-07-30,16869.23,17048.56,16809.67,17032.98,143409,367949
2024-07-31,17008.5,17118.27,16958.21,17091.35,241024,650155
2024-08-01,17160.3,17303.76,17130.59,17233.37,224028,645395
2024-08-02,17243.49,17298.97,17169.15,17206.64,218433,618631
2024-08-05,17191.1,17191.26,17137.38,17174.83,125530,374228
2024-08-06,17226.1,17255.75,16943.83,17042.14,184611,509716
2024-08-07,17078.82,17114.36,17023.76,17112.18,127925,375079
2024-08-08,17125.46,17174.49,17021.0,17067.72,206648,484772
2024-08-09,17034.94,17040.75,16909.33,16925.9,173709,351688
2024-08-12,16921.45,17196.03,16836.57,17170.61,127599,276076
2024-08-13,17215.16,17260.48,16865.17,16915.78,265527,603611
2024-08-14,16909.07,17084.12,16860.82,17000.4,123723,369186
2024-08-15,17061.46,17070.86,16938.26,16970.43,166543,338271
2024-08-16,17068.44,17072.18,16833.59,16883.89,217136,601666
2024-08-19,16914.95,17041.54,16872.35,17013.97,216162,439354
2024-08-20,17062.22,17096.55,16996.7,17092.46,166180,365683
2024-08-21,17041.81,17291.41,16969.49,17290.75,228235,638500
2024-08-22,17160.06,17180.76,16991.7,17102.24,120804,325564
2024-08-23,17127.7,17240.18,17126.6,17218.19,171449,360888
2024-08-26,17138.41,17244.48,17098.31,17175.62,188951,439587
2024-08-27,17115.42,17124.24,17103.13,17122.52,195693,406763
2024-08-28,17103.27,17185.26,16940.64,16969.64,171441,371595
2024-08-29,16988.34,17105.91,16906.26,17069.56,217896,625572
2024-08-30,17112.93,17269.99,17088.5,17221.79,265869,651995
2024-09-02,17249.44,17415.43,17232.44,17314.65,210227,433141
2024-09-03,17281.14,17295.9,17175.09,17194.54,226141,601242
2024-09-04,17398.47,17402.95,17278.99,17322.1,237666,712126
2024-09-05,17330.41,17367.52,17283.14,17339.15,187131,536742
2024-09-06,17403.85,17444.37,17072.31,17157.61,154919,367318
2024-09-09,17229.47,17375.99,17208.39,17298.31,253934,736586
2024-09-10,17185.32,17211.57,17146.79,17183.47,208963,461946
2024-09-11,17278.32,17515.05,17260.09,17485.88,224701,489776
2024-09-12,17508.53,17562.18,17431.47,17548.54,197478,566909
2024-09-13,17348.59,17495.24,17268.1,17441.81,181877,540067
2024-09-16,17498.14,17556.26,17328.56,17379.89,164596,350733
2024-09-17,17413.06,17416.62,17350.44,17410.0,249813,607267
2024-09-18,17455.2,17519.99,17350.86,17389.74,226033,489953
2024-09-19,17534.19,17552.05,17472.52,17492.58,251514,554799
2024-09-20,17469.71,17514.8,17467.46,17489.11,165622,486366
2024-09-23,17483.46,17628.09,17390.3,17624.4,245816,603414
2024-09-24,17476.29,17665.54,17435.69,17528.23,220169,446937
2024-09-25,17455.32,17642.34,17406.28,17613.56,168811,484173
2024-09-26,17652.11,17969.78,17650.66,17925.93,300170,785799
2024-09-27,18001.27,18068.94,17944.29,18015.83,231936,555223
2024-09-30,17960.22,17974.43,17787.7,17835.51,187380,521363
2024-10-01,17867.86,18113.89,17821.93,18102.1,259473,728560
2024-10-02,18154.34,18185.11,17917.85,17979.68,186930,396330
2024-10-03,17980.8,18033.37,17890.54,17959.5,279725,668139
2024-10-04,17847.96,17862.41,17651.67,17712.75,169951,352341
2024-10-07,17784.3,18090.17,17677.47,18057.04,249088,627473
2024-10-08,18024.23,18025.19,17925.53,17981.0,123360,295918
2024-10-09,18156.47,18376.22,18129.17,18308.63,229737,678993
2024-10-10,18290.13,18437.92,18280.91,18418.66,227653,478394
2024-10-11,18411.41,18459.95,18093.92,18147.33,208994,483049
2024-10-14,18257.26,18538.88,18227.89,18500.74,120659,256024
2024-10-15,18429.08,18519.07,18363.52,18513.86,169931,436265
2024-10-16,18617.35,18672.44,18588.61,18668.7,203184,535014
2024-10-17,18709.27,18733.76,18707.25,18731.32,164900,430550
2024-10-18,18817.44,18832.54,18688.86,18702.59,237568,531408
2024-10-21,18769.54,18784.31,18640.73,18702.96,166325,436413
2024-10-22,18869.25,18977.57,18842.86,18915.14,163254,467363
2024-10-23,18905.31,18907.52,18873.67,18881.07,248193,553953
2024-10-24,18991.3,19417.82,18975.38,19330.94,199895,427063
2024-10-25,19457.68,19544.74,19288.5,19317.02,228449,519529
2024-10-28,19231.96,19561.85,19201.88,19524.81,190123,478931
2024-10-29,19403.3,19460.62,19360.17,19443.47,100313,234030
2024-10-30,19497.52,19661.29,19483.98,19559.76,286341,589903
2024-10-31,19565.71,19685.26,19517.67,19657.02,208468,437089
2024-11-01,19781.52,19797.7,19473.5,19541.97,139272,389327
2024-11-04,19517.24,19580.38,19382.3,19389.63,315966,660092
2024-11-05,19348.72,19432.19,19322.73,19413.47,229119,620624
2024-11-06,19310.09,19404.65,19166.54,19192.53,144831,376646
2024-11-07,19256.74,19258.34,18916.24,18928.93,199922,570062
2024-11-08,18921.44,18967.82,18904.05,18918.69,213369,595306
2024-11-11,18880.31,18982.4,18820.51,18970.44,182349,491421
2024-11-12,18969.75,19032.77,18945.74,18977.82,198748,517987
2024-11-13,18928.45,19082.98,18800.96,19056.06,203197,436136
2024-11-14,19041.81,19044.69,18926.0,18952.77,196475,454214
2024-11-15,18733.81,18806.43,18719.66,18791.73,160335,355308
2024-11-18,18883.34,19167.04,18808.28,19156.13,207433,618913
2024-11-19,19112.94,19133.89,19046.55,19065.22,164662,345962
2024-11-20,19078.22,19086.39,19022.64,19022.79,221846,511633
2024-11-21,19060.8,19363.63,19007.74,19246.17,189551,547158
2024-11-22,19228.87,19288.87,18911.9,19003.22,227073,628834
2024-11-25,19000.94,19167.05,18981.1,19158.14,199240,450245
2024-11-26,19188.17,19263.84,19098.81,19108.15,199234,420331
2024-11-27,18958.33,19154.66,18898.02,19049.98,197995,460274
2024-11-28,19180.42,19250.59,19075.28,19157.72,273558,791152
2024-11-29,19245.25,19302.77,19115.76,19197.63,179663,510399
2024-12-02,19151.12,19562.4,19135.83,19523.77,265087,547842
2024-12-03,19430.73,19680.64,19426.14,19677.35,286106,766829
2024-12-04,19691.89,19762.63,19587.39,19638.27,260020,692009
2024-12-05,19602.81,19625.61,19489.02,19503.72,164607,455035
2024-12-06,19444.68,19658.32,19366.83,19584.06,183866,480811
2024-12-09,19634.33,19702.26,19603.79,19638.13,201929,599423
2024-12-10,19711.01,19714.01,19599.43,19613.48,276423,777237
2024-12-11,19546.5,19648.62,19517.48,19629.82,189481,421522
2024-12-12,19475.42,19582.21,19259.71,19316.53,188937,545446
2024-12-13,19212.95,19259.73,19139.5,19155.04,213294,607144
2024-12-16,19176.69,19205.97,19094.49,19193.24,224548,623445
2024-12-17,19113.49,19255.47,19096.86,19229.68,201515,591927
2024-12-18,19179.58,19271.87,19149.59,19244.74,261914,715758
2024-12-19,19421.82,19484.73,19323.46,19429.01,203921,523061
2024-12-20,19458.63,19627.61,19423.7,19560.34,193077,387955
2024-12-23,19625.16,19673.66,19409.22,19476.12,178859,394211
2024-12-24,19506.86,19834.41,19483.74,19771.36,259831,663667
2024-12-25,19656.7,19714.69,19541.04,19564.74,158982,457335
2024-12-26,19533.46,19819.11,19484.89,19807.24,129081,347953
2024-12-27,19899.66,19930.07,19593.96,19603.43,158211,392517
2024-12-30,19617.9,19698.57,19467.8,19572.5,303075,811170
2024-12-31,19523.59,19759.75,19523.22,19716.23,265620,551708
2025-01-01,19680.48,19717.03,19607.55,19657.63,204420,498825
2025-01-02,19623.67,19906.48,19579.55,19859.55,193237,429104
2025-01-03,19909.66,20189.79,19811.23,20134.8,261051,552993
2025-01-06,20227.21,20382.42,20162.55,20365.9,103131,266879
2025-01-07,20274.69,20282.31,20104.2,20199.46,216158,488365
2025-01-08,20282.92,20293.46,20243.09,20263.02,220088,616828
2025-01-09,20030.22,20031.69,19752.96,19846.76,283062,782811
2025-01-10,19874.92,19933.11,19765.49,19786.34,171328,455210
2025-01-13,19770.22,19844.23,19726.63,19797.88,188676,428662
2025-01-14,19773.82,19918.83,19746.08,19835.89,199299,411084
2025-01-15,19906.03,19945.14,19509.31,19523.95,203349,597199
2025-01-16,19515.4,19631.42,19469.36,19599.85,154040,459239
2025-01-17,19501.52,19625.18,19430.97,19609.83,223321,582538
2025-01-20,19546.42,19600.31,19524.17,19583.85,172908,389210
2025-01-21,19673.83,19762.72,19670.59,19709.33,221440,457864
2025-01-22,19739.25,19948.55,19734.9,19852.65,158549,393946
2025-01-23,19924.43,20124.01,19870.78,19998.0,230957,476296
2025-01-24,20109.76,20427.79,20075.06,20424.68,197055,549050
2025-01-27,20359.39,20385.6,20247.37,20298.97,206133,454498
2025-01-28,20269.7,20565.22,20252.54,20537.21,198404,549978
2025-01-29,20530.81,20689.92,20356.0,20679.97,214937,606574
2025-01-30,20788.29,20819.78,20566.52,20667.42,210032,586588
2025-01-31,20756.7,21076.28,20685.8,21051.17,203392,438910
2025-02-03,21133.9,21361.9,21086.91,21324.58,178612,519072
2025-02-04,21290.15,21344.37,21213.4,21237.39,303126,631552
2025-02-05,21253.66,21267.33,21047.1,21076.4,200290,484253
2025-02-06,21112.5,21123.04,20882.25,20937.29,259369,705316
2025-02-07,20869.84,21319.35,20854.76,21285.49,215209,546801
2025-02-10,21382.54,21457.65,21250.71,21257.41,100000,249421
2025-02-11,21215.03,21271.19,21085.38,21116.11,158005,446518
2025-02-12,21085.13,21107.16,20997.27,21049.04,280768,744357
2025-02-13,20921.2,20990.59,20865.7,20871.43,261256,778309
2025-02-14,20898.51,20964.22,20665.05,20730.71,176769,384451
2025-02-17,20697.37,20805.25,20669.26,20776.21,238876,631321
2025-02-18,20937.34,21018.62,20899.5,20962.7,225695,648016
2025-02-19,21023.37,21095.26,20955.42,21057.78,241711,702701
2025-02-20,21217.81,21343.77,21162.67,21336.22,255354,650296
2025-02-21,21357.81,21361.42,21309.49,21320.15,152871,312166
2025-02-24,21336.4,21480.56,21311.62,21440.0,225655,621445
2025-02-25,21516.21,21546.44,21438.08,21475.84,180676,381692
2025-02-26,21633.75,21714.57,21613.6,21701.64,199029,458018
2025-02-27,21562.2,21607.0,21453.97,21514.21,156802,321152
2025-02-28,21661.42,21814.85,21651.67,21808.77,203502,419955
2025-03-03,21839.09,22158.67,21823.65,22090.13,232096,656666
2025-03-04,22178.58,22376.81,22138.49,22216.66,167296,464058
2025-03-05,22295.38,22309.05,21849.96,21973.32,144347,379821
2025-03-06,22038.55,22336.58,21944.4,22332.09,187696,466925
2025-03-07,22369.99,22378.54,22113.62,22201.19,230557,577837
2025-03-10,22218.47,22262.46,22078.68,22156.67,169411,362543
2025-03-11,22137.16,22259.23,22108.34,22135.03,137996,314725
2025-03-12,22005.97,22043.05,21961.84,22024.89,215958,542630
2025-03-13,22058.13,22309.82,22012.3,22299.09,190283,497983
2025-03-14,22228.09,22291.87,22152.31,22153.57,295059,883057
2025-03-17,22118.2,22194.7,22036.94,22156.13,107100,258220
2025-03-18,22201.21,22346.93,22148.22,22253.1,175846,396991
2025-03-19,22265.99,22333.15,22223.94,22296.59,217140,517626
2025-03-20,22232.45,22244.97,21796.65,21854.18,193437,402383
2025-03-21,21898.93,21908.76,21823.27,21894.88,257854,609030
2025-03-24,21896.53,21968.84,21882.91,21927.43,247656,674608
2025-03-25,21932.55,22030.98,21833.29,21987.31,167721,416954
2025-03-26,21995.48,22004.85,21843.3,21903.32,263285,698308
2025-03-27,21944.58,21994.07,21689.95,21796.91,162726,370263
2025-03-28,21738.44,21976.36,21723.95,21895.06,214434,625425
2025-03-31,21735.72,21869.16,21629.33,21828.81,258562,672538
2025-04-01,21927.19,22177.03,21903.17,22112.7,144714,418237
2025-04-02,22027.4,22052.66,21991.02,21993.93,191932,506105
2025-04-03,21975.52,22074.17,21834.06,21881.09,248242,586991
2025-04-04,22046.63,22341.43,22043.93,22313.94,142666,289260
2025-04-07,22314.51,22487.26,22307.99,22461.12,195581,422459
2025-04-08,22299.06,22320.17,22231.97,22237.52,211449,610750
2025-04-09,22270.39,22490.29,22243.81,22483.86,121456,308669
2025-04-10,22500.34,22571.16,22208.48,22302.02,212522,602212
2025-04-11,22253.61,22300.36,21878.88,21915.17,191592,434961
2025-04-14,21920.52,21949.4,21829.85,21885.96,108763,232665
2025-04-15,21805.47,22321.25,21788.84,22171.65,255047,668391
2025-04-16,22131.92,22559.58,22130.14,22483.09,171614,436418
2025-04-17,22525.15,22640.74,22519.26,22575.38,215402,457690
2025-04-18,22515.28,22567.71,22419.27,22426.72,141370,421422
2025-04-21,22422.11,22780.63,22346.66,22673.43,154713,427286
2025-04-22,22695.24,22841.68,22417.53,22581.08,186514,534470
2025-04-23,22606.87,22638.29,22562.58,22601.46,227780,501224
2025-04-24,22706.86,22740.07,22698.67,22727.67,250178,628054
2025-04-25,22745.38,22847.67,22721.81,22846.53,256205,689840
2025-04-28,22809.07,23078.03,22739.4,23032.14,173422,395187
2025-04-29,23079.41,23304.99,23047.65,23260.01,167925,462369
2025-04-30,23324.87,23483.95,23288.51,23410.13,222482,581479
2025-05-01,23327.55,23337.7,23280.93,23327.27,166241,390470
2025-05-02,23337.23,23345.62,23289.71,23291.58,230430,529888
2025-05-05,23215.46,23307.66,23157.41,23266.75,119622,267042
2025-05-06,23347.99,23387.21,23200.61,23210.2,235036,683040
2025-05-07,23024.16,23063.17,22904.1,22980.04,202996,478626
2025-05-08,22901.48,22977.39,22900.99,22956.88,250185,612790
2025-05-09,23070.65,23397.58,23040.4,23384.5,240356,678413
2025-05-12,23406.63,23492.13,23204.1,23275.83,203263,564125
2025-05-13,23111.12,23153.94,23085.79,23111.01,173795,477700
2025-05-14,23053.13,23086.78,22994.41,23085.84,148356,306012
2025-05-15,23005.76,23202.87,22987.13,23162.22,132706,377244
2025-05-16,23257.41,23298.57,23076.55,23086.37,247248,719477
2025-05-19,23076.84,23216.11,23040.98,23199.69,100000,263271
2025-05-20,23248.16,23298.77,23215.97,23227.83,203418,561644
2025-05-21,23246.17,23305.63,23226.57,23267.3,230788,472696
2025-05-22,23305.27,23542.23,23129.23,23534.38,200844,493614
2025-05-23,23419.47,23451.2,23288.41,23297.59,177337,500476
2025-05-26,23260.62,23612.42,23237.64,23582.08,305190,878995
2025-05-27,23480.97,23709.45,23429.76,23611.62,218820,599259
2025-05-28,23713.16,23799.71,23449.58,23546.78,161929,356116
2025-05-29,23603.59,23637.84,23536.04,23546.26,202045,458155
2025-05-30,23402.6,23473.36,23182.76,23196.25,100000,240428
2025-06-02,23269.05,23770.57,23252.73,23769.35,201123,538515
2025-06-03,23869.53,24025.04,23861.84,23978.78,277378,825480
2025-06-04,24035.54,24192.55,23998.78,24169.73,205092,481575
2025-06-05,24265.31,24659.42,24221.94,24570.87,233848,574797
2025-06-06,24489.44,24496.18,24050.36,24156.2,191207,393474
2025-06-09,24208.1,24586.51,24194.82,24583.13,167499,372749
2025-06-10,24551.89,24635.8,24446.69,24483.1,144427,406002
2025-06-11,24355.97,24511.59,24279.98,24408.87,242428,568540
2025-06-12,24454.41,24518.79,24408.57,24413.52,184007,395118
2025-06-13,24307.16,24327.33,24304.71,24317.23,229228,513904
2025-06-16,24317.89,24777.62,24294.71,24765.07,190980,486345
2025-06-17,24709.23,24991.08,24696.0,24985.54,138392,305733
2025-06-18,25044.37,25151.1,24932.61,24963.37,301215,624443
2025-06-19,24979.62,24982.38,24676.05,24712.21,170942,497082
2025-06-20,24714.1,24820.92,24681.95,24778.53,290217,652216
2025-06-23,24916.55,25011.45,24901.12,24933.31,139843,387592
2025-06-24,24933.24,25016.38,24835.68,24875.78,244116,666158
2025-06-25,24860.47,24918.35,24774.23,24775.53,175671,467712
2025-06-26,24711.36,24760.4,24633.55,24645.46,167531,400810
2025-06-27,24669.86,24920.89,24663.25,24910.9,229386,540690
2025-06-30,24989.68,25120.96,24848.5,24907.79,139441,305597
2025-07-01,24755.72,24907.56,24741.6,24905.4,190529,434878
2025-07-02,24963.62,25121.47,24859.49,24989.76,280860,641061
2025-07-03,25067.65,25113.04,24973.33,25093.6,179729,445069
2025-07-04,25092.38,25176.18,24756.97,24781.0,244344,539285
2025-07-07,24782.11,24829.0,24669.66,24753.21,181560,514872
2025-07-08,24647.16,24940.92,24568.78,24895.76,111070,269370
2025-07-09,24964.49,25204.11,24915.79,25033.32,148840,342918
2025-07-10,24918.29,25103.23,24887.55,25058.71,113709,264406
2025-07-11,25145.27,25184.14,24958.18,24988.85,143226,415633
2025-07-14,25131.03,25247.56,25000.76,25066.19,204265,553419
2025-07-15,25114.34,25152.48,24919.14,24956.97,205265,419237
2025-07-16,24806.92,25010.94,24740.9,24940.97,180801,454507
2025-07-17,24710.6,24775.37,24639.3,24765.0,249776,614877
2025-07-18,24814.31,24884.24,24786.41,24840.13,241947,531131
2025-07-21,24711.05,24791.59,24573.85,24643.39,246878,632519
2025-07-22,24709.31,24785.09,24683.8,24713.14,234776,559789
2025-07-23,24707.18,24910.13,24656.18,24879.96,149928,422366
2025-07-24,24884.91,24990.03,24841.09,24989.56,234941,511996
2025-07-25,25013.91,25170.88,24947.45,25078.14,186006,532962
2025-07-28,24991.6,25037.81,24924.76,24950.84,252996,569359
2025-07-29,25061.78,25320.46,25057.12,25190.5,168011,384347
2025-07-30,25054.2,25155.91,24779.15,24852.89,168536,348591
2025-07-31,24782.94,25154.34,24663.1,25091.98,167128,389818
2025-08-01,25036.95,25047.63,24952.26,24985.69,255869,562653
2025-08-04,25137.64,25517.86,25117.92,25484.24,173598,395164
2025-08-05,25479.28,25556.69,25427.74,25554.45,188479,516033
2025-08-06,25488.75,25604.4,25230.6,25305.39,116937,264777
2025-08-07,25158.65,25220.5,25079.57,25146.89,210363,547708
2025-08-08,25138.5,25150.95,25119.11,25132.34,159363,418112
2025-08-11,25215.75,25270.31,24932.49,25009.07,240938,557267
2025-08-12,25074.65,25492.19,25060.28,25388.17,213839,553326
